City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
363,Northam,GB,51.03,-4.22,55.99,76,81,15.01,light rain
364,Dhidhdhoo,MV,6.88,73.1,82.35,75,49,9.46,scattered clouds
365,Dolores,AR,-36.31,-57.68,66.16,43,40,17.98,light rain
366,Tateyama,JP,34.98,139.87,62.6,93,75,18.34,light intensity shower rain
367,Yairipok,IN,24.67,94.07,70.32,92,11,1.88,few clouds
368,Lata,PT,40.16,-8.33,79.0,53,21,8.21,few clouds
369,Livingstonia,MW,-10.61,34.11,70.34,61,26,1.45,scattered clouds
370,Wajima,JP,37.4,136.9,68.04,74,100,2.8,overcast clouds
371,Talnakh,RU,69.49,88.4,21.2,100,40,8.95,scattered clouds
372,Safaga,EG,26.73,33.94,91.4,41,42,6.93,scattered clouds
373,Paka,MY,4.64,103.44,80.6,94,100,2.24,moderate rain
374,Paraiso,CR,9.84,-83.87,77.0,73,97,6.93,light rain
375,Coatzacoalcos,MX,18.15,-94.42,82.4,69,75,6.93,broken clouds
376,Najran,SA,17.49,44.13,82.4,20,7,13.87,clear sky
377,Garissa,KE,-0.45,39.64,88.52,47,26,15.48,scattered clouds
378,Medicine Hat,CA,50.05,-110.67,42.8,81,75,3.36,broken clouds
379,Pitea,SE,65.32,21.48,50.0,93,75,5.82,broken clouds
380,Beloha,MG,-25.17,45.05,69.69,79,0,15.99,clear sky
381,Marivan,IR,35.52,46.18,56.17,45,0,14.67,clear sky
382,Manitouwadge,CA,49.12,-85.84,48.2,87,90,13.87,overcast clouds
383,Khandbari,NP,27.37,87.2,70.57,66,3,2.33,clear sky
384,Auki,SB,-8.77,160.7,77.38,86,19,4.07,few clouds
385,Atbasar,KZ,51.8,68.33,39.65,68,95,13.38,overcast clouds
386,Pimenteiras,BR,-6.25,-41.42,105.4,19,65,4.68,broken clouds
387,Constitucion,CL,-35.33,-72.42,62.58,57,0,16.13,clear sky
388,Warrington,GB,53.39,-2.58,52.0,71,40,19.46,shower rain
389,Isahaya,JP,32.84,130.04,71.01,78,17,13.0,few clouds
390,Fukue,JP,32.69,128.84,71.96,86,28,25.7,scattered clouds
391,Pakxan,LA,18.38,103.66,73.78,71,99,6.33,overcast clouds
392,Beeville,US,28.4,-97.75,84.99,75,86,7.0,overcast clouds
393,Arlit,NE,18.74,7.39,100.54,8,100,3.15,overcast clouds
394,Tchollire,CM,8.4,14.17,82.35,72,8,2.75,clear sky
395,La Rioja,ES,42.25,-2.5,71.6,56,0,8.05,clear sky
396,Avera,US,33.19,-82.53,80.6,57,1,9.17,clear sky
397,Asuncion,PY,-25.3,-57.64,82.4,58,99,13.91,overcast clouds
398,Cayenne,GF,4.93,-52.33,91.4,52,20,9.17,few clouds
399,Port-Gentil,GA,-0.72,8.78,80.6,83,75,12.75,broken clouds
400,Porto Novo,BJ,6.5,2.6,80.6,88,40,12.75,thunderstorm
401,Telfs,AT,47.3,11.07,64.4,59,100,3.36,overcast clouds
402,Pimentel,PE,-6.84,-79.93,64.4,82,90,2.24,overcast clouds
403,Olinda,BR,-8.01,-34.86,84.2,70,75,10.29,broken clouds
404,Praia,CV,14.92,-23.51,87.8,70,1,14.99,clear sky
405,Sur,OM,22.57,59.53,79.54,59,0,3.42,clear sky
406,Saurimo,AO,-9.66,20.39,82.4,54,75,1.9,broken clouds
407,Tongliao,CN,43.61,122.27,58.44,61,29,13.67,scattered clouds
408,Eskilstuna,SE,59.37,16.51,53.6,58,40,9.17,scattered clouds
409,Melbourne,US,28.08,-80.61,88.0,74,75,9.17,broken clouds
410,Evensk,RU,61.95,159.23,29.34,86,0,12.84,clear sky
411,Pilar,BR,-9.6,-35.96,86.0,70,40,14.99,scattered clouds
412,Berwick,US,41.05,-76.23,64.99,51,1,3.0,clear sky
413,Rio Gallegos,AR,-51.62,-69.22,64.4,34,75,12.75,broken clouds
414,Show Low,US,34.25,-110.03,68.0,24,1,9.17,clear sky
415,Dauphin,CA,51.15,-100.05,51.8,66,1,13.87,clear sky
416,Kiunga,PG,-6.12,141.29,71.78,98,89,3.62,overcast clouds
417,Sabang,ID,5.89,95.32,81.16,79,100,21.3,light rain
418,Qatana,SY,33.44,36.08,75.2,17,5,11.41,clear sky
419,Kazachinskoye,RU,57.7,93.28,31.68,98,100,7.87,overcast clouds
420,Ballarpur,IN,19.83,79.35,78.24,89,38,3.31,scattered clouds
421,Sulangan,PH,11.14,123.72,82.87,75,100,5.53,moderate rain
422,Tilichiki,RU,60.47,166.1,28.94,88,100,15.93,overcast clouds
423,East Wenatchee Bench,US,47.43,-120.28,63.0,62,1,6.93,clear sky
424,Lukovetskiy,RU,64.3,41.92,51.8,100,90,2.24,light rain
425,Solnechnyy,RU,50.72,136.63,38.39,76,0,3.83,clear sky
426,San Quintin,MX,30.48,-115.95,68.45,75,69,10.92,broken clouds
427,Diego De Almagro,CL,-26.37,-70.05,88.16,11,0,10.58,clear sky
428,Klaksvik,FO,62.23,-6.59,44.6,100,100,5.82,drizzle
429,Kasongo-Lunda,CD,-6.47,16.82,83.73,62,71,2.64,broken clouds
430,Amapa,BR,1.0,-52.0,97.2,31,24,4.12,few clouds
431,Zeya,RU,53.75,127.27,41.0,76,100,8.14,light rain
432,Gua Musang,MY,4.88,101.96,75.67,90,100,1.3,light rain
433,Naze,JP,28.37,129.48,78.8,83,90,5.82,overcast clouds
434,Victoria Point,AU,-27.58,153.3,66.99,83,0,1.01,clear sky
435,Mitu,CO,1.2,-70.17,89.71,50,57,1.83,broken clouds
436,Ahipara,NZ,-35.17,173.17,56.25,73,41,13.87,scattered clouds
437,Venado Tuerto,AR,-33.75,-61.97,75.99,30,0,14.0,clear sky
438,Iskateley,RU,67.68,53.15,44.24,94,100,7.7,overcast clouds
439,Mahibadhoo,MV,3.78,72.97,82.92,77,100,11.97,light rain
440,Tabas,IR,33.6,56.92,73.4,15,0,9.17,clear sky
441,The Pas,CA,53.83,-101.25,37.4,93,90,13.87,light rain
442,Hualmay,PE,-11.1,-77.61,68.92,67,43,7.85,scattered clouds
443,Beringovskiy,RU,63.05,179.32,41.68,94,100,20.11,light rain
444,Sao Mateus Do Sul,BR,-25.87,-50.38,64.56,96,99,6.26,heavy intensity rain
445,Mosquera,CO,4.71,-74.23,60.8,55,75,10.29,broken clouds
446,Podgornoye,RU,51.73,39.15,57.2,22,77,11.18,broken clouds
447,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,96.42,42,31,2.46,scattered clouds
448,Daniel Flores,CR,9.34,-83.67,79.07,71,80,3.8,light rain
449,Conde,BR,-7.26,-34.91,86.0,66,40,13.87,scattered clouds
450,Svetlaya,RU,46.54,138.33,50.41,61,85,4.23,overcast clouds
451,Takanabe,JP,32.13,131.5,71.46,75,68,8.23,broken clouds
452,Wamba,NG,8.93,8.6,83.26,73,21,4.12,light rain
453,Glendive,US,47.11,-104.71,55.99,53,1,10.29,clear sky
454,Yar-Sale,RU,66.83,70.83,30.67,95,81,3.42,broken clouds
455,Andra,RU,62.51,65.89,36.77,94,3,4.21,clear sky
456,Coihaique,CL,-45.58,-72.07,51.8,57,75,4.7,broken clouds
457,Marawi,PH,8.0,124.29,77.0,93,98,4.0,heavy intensity rain
458,Krutikha,RU,53.96,81.21,33.58,87,100,11.25,overcast clouds
459,Petropavlovka,RU,50.61,105.32,27.93,90,100,16.69,light snow
460,Harbour Breton,CA,47.48,-55.8,46.0,100,100,8.01,overcast clouds
461,Kashi,CN,39.45,75.98,59.0,28,40,6.71,scattered clouds
462,Otsuki,JP,35.6,138.93,59.0,100,90,10.29,light rain
463,Paragominas,BR,-2.97,-47.48,96.62,35,29,4.99,scattered clouds
464,Malard,IR,35.67,50.98,59.0,93,40,4.7,scattered clouds
465,Vestmannaeyjar,IS,63.44,-20.27,48.2,61,0,31.09,clear sky
466,Colon,PA,9.36,-79.9,84.2,83,40,6.93,scattered clouds
467,Hirara,JP,24.8,125.28,79.38,80,34,15.43,scattered clouds
468,Tual,ID,-5.67,132.75,80.92,76,85,19.57,overcast clouds
469,Tuatapere,NZ,-46.13,167.68,39.99,90,1,4.59,clear sky
470,Gimli,CA,50.63,-96.99,55.99,99,96,10.0,overcast clouds
471,Selma,US,36.57,-119.61,59.0,76,1,3.36,haze
472,Arawa,PG,-6.21,155.54,76.77,80,67,4.76,light rain
473,Soyo,AO,-6.13,12.37,80.6,78,40,13.87,scattered clouds
474,Ugoofaaru,MV,5.67,73.0,83.16,73,100,9.55,overcast clouds
475,Paslek,PL,54.06,19.66,55.0,81,45,1.01,scattered clouds
476,Opuwo,NA,-18.06,13.84,84.02,15,43,17.56,scattered clouds
477,Roma,US,43.21,-75.46,57.99,62,1,6.06,clear sky
478,Necochea,AR,-38.55,-58.74,57.0,77,0,15.01,clear sky
479,Nago,JP,26.59,127.98,75.2,94,1,7.2,clear sky
480,Bukama,CD,-9.2,25.85,85.08,48,27,5.88,scattered clouds
481,Belaya Gora,RU,68.53,146.42,25.88,95,99,3.6,overcast clouds
482,Luderitz,NA,-26.65,15.16,62.04,58,0,33.84,clear sky
483,Itoman,JP,26.12,127.67,77.0,83,20,4.7,few clouds
484,Guatire,VE,10.48,-66.54,81.0,60,16,3.85,moderate rain
485,Sambava,MG,-14.27,50.17,74.52,87,0,6.71,clear sky
486,Rustenburg,ZA,-25.67,27.24,76.42,41,72,7.7,broken clouds
487,Luba,GQ,3.46,8.55,82.4,78,75,9.17,broken clouds
488,Harnosand,SE,62.63,17.94,50.0,93,92,3.36,light rain
489,Aborlan,PH,9.44,118.55,78.8,94,40,4.7,scattered clouds
490,Balkhash,KZ,46.84,74.98,40.73,60,0,10.69,clear sky
491,Dunedin,NZ,-45.87,170.5,45.0,83,0,6.76,clear sky
492,Moerai,PF,-22.43,-151.33,74.88,85,14,12.1,light rain
493,Lethem,GY,3.38,-59.8,88.81,56,37,9.69,light rain
494,Nanortalik,GL,60.14,-45.24,43.27,78,91,37.94,moderate rain
495,Imbituba,BR,-28.24,-48.67,66.2,82,75,5.82,broken clouds
496,Praya,CV,14.92,-23.51,87.8,70,1,14.99,clear sky
497,San Policarpo,PH,12.18,125.51,77.97,88,100,4.27,light rain
498,Shirokiy,RU,49.76,129.52,48.36,88,100,12.62,overcast clouds
499,Dergachi,RU,51.23,48.77,52.54,48,11,10.76,few clouds
500,Yuzhou,CN,34.16,113.46,62.6,77,52,1.77,broken clouds
501,Novoagansk,RU,61.94,76.66,24.96,98,4,4.12,clear sky
502,Atar,MR,20.52,-13.05,102.83,11,0,14.34,clear sky
503,Vila,PT,42.03,-8.16,70.0,68,90,5.99,overcast clouds
504,Puerto Escondido,MX,15.85,-97.07,80.6,78,40,9.17,scattered clouds
505,Baghmara,IN,23.8,86.21,80.42,80,100,3.36,overcast clouds
506,Kisesa,TZ,-3.08,34.15,82.99,16,100,5.82,overcast clouds
507,High Rock,BS,26.62,-78.28,84.2,74,75,11.41,broken clouds
508,Lasa,IT,46.62,10.7,61.0,71,40,6.93,scattered clouds
509,Hami,CN,42.8,93.45,51.76,37,95,9.28,overcast clouds
510,Intipuca,SV,13.2,-88.05,82.4,78,75,2.28,broken clouds
511,Huescar,ES,37.81,-2.54,78.01,47,67,5.99,broken clouds
512,Matagami,CA,49.75,-77.63,33.8,70,90,4.7,overcast clouds
513,Bulawayo,ZW,-20.15,28.58,79.47,37,55,2.8,broken clouds
514,Yeppoon,AU,-23.13,150.73,68.0,77,90,2.51,overcast clouds
515,Chara,RU,56.91,118.26,34.9,88,100,6.08,overcast clouds
516,Ahuimanu,US,21.44,-157.84,78.8,65,40,6.93,scattered clouds
517,Gardez,AF,33.6,69.23,54.82,39,0,5.79,clear sky
518,Baturaja,ID,-4.13,104.17,75.36,91,100,2.1,light rain
519,Abu Kamal,SY,34.45,40.92,75.78,20,0,8.66,clear sky
520,Baykit,RU,61.67,96.37,26.42,93,100,5.77,overcast clouds
521,Homer,US,59.64,-151.55,44.01,93,1,6.91,clear sky
522,Vestmanna,FO,62.16,-7.17,44.6,100,100,5.82,drizzle
523,Canavieiras,BR,-15.68,-38.95,83.5,62,32,11.95,scattered clouds
524,Carballo,ES,43.21,-8.69,64.4,88,75,6.93,broken clouds
525,Plaster Rock,CA,46.91,-67.39,46.0,39,40,12.75,scattered clouds
526,Tautira,PF,-17.73,-149.15,73.4,88,20,3.36,few clouds
527,Dharchula,IN,29.85,80.53,61.39,45,0,3.74,clear sky
528,Turukhansk,RU,65.82,87.98,26.15,98,100,10.25,overcast clouds
529,Celestun,MX,20.87,-90.4,83.37,77,82,10.51,broken clouds
530,Coos Bay,US,43.37,-124.22,55.99,100,90,4.7,mist
531,Puerto Colombia,CO,10.99,-74.95,86.0,74,40,11.41,scattered clouds
532,Urucui,BR,-7.23,-44.56,102.27,24,44,6.93,scattered clouds
533,Kahului,US,20.89,-156.47,73.99,68,1,3.87,clear sky
534,Shahreza,IR,32.03,51.88,51.4,46,0,12.88,clear sky
535,Tuy Hoa,VN,13.08,109.3,77.5,88,100,4.61,moderate rain
536,Kargasok,RU,59.06,80.86,32.31,96,100,4.99,overcast clouds
537,Marsa Matruh,EG,31.35,27.25,78.8,61,40,11.41,scattered clouds
538,Manzhouli,CN,49.6,117.43,38.98,75,58,5.19,broken clouds
539,Rudnogorsk,RU,57.26,103.75,22.19,92,86,3.91,overcast clouds
540,Sidi Ali,DZ,36.1,0.42,73.24,64,63,8.99,broken clouds
541,Loviisa,FI,60.46,26.23,53.01,96,79,1.99,light rain
542,Alofi,NU,-19.06,-169.92,73.4,100,100,2.24,moderate rain
543,Goma,CD,-1.68,29.22,66.87,75,78,2.46,moderate rain
544,Datong,CN,40.09,113.29,53.46,48,0,2.21,clear sky
545,Okha,RU,53.57,142.95,41.76,82,0,7.05,clear sky
546,Luino,IT,46.0,8.75,63.0,77,100,2.24,light rain
547,Stokmarknes,NO,68.56,14.91,51.8,93,100,4.7,overcast clouds
548,Chihuahua,MX,28.5,-106.0,78.01,27,5,5.82,clear sky
549,Daru,PG,-9.08,143.21,75.42,83,100,11.81,overcast clouds
550,Taoudenni,ML,22.68,-3.98,103.12,11,0,7.87,clear sky
551,Willmar,US,45.12,-95.04,68.0,64,1,4.7,clear sky
552,Camabatela,AO,-8.19,15.38,73.2,75,51,4.25,light rain
553,Parintins,BR,-2.63,-56.74,103.12,23,13,4.25,few clouds
554,Komsomolskiy,UZ,40.43,71.72,51.8,57,75,2.24,broken clouds
555,Inhambane,MZ,-23.86,35.38,75.2,64,0,14.99,clear sky
556,Kununurra,AU,-15.77,128.73,80.6,78,58,5.82,broken clouds
557,Nouadhibou,MR,20.93,-17.03,80.6,57,0,18.34,clear sky
558,Tecoanapa,MX,16.52,-98.75,84.25,70,53,1.19,broken clouds
